id,target
423,0.481305987
424,0.275637269
425,0.886054516
426,0.194301188
427,0.394292772
428,0.651128113
429,0.057723552
430,0.127145916
431,0
432,0.582928479
433,0.225419045
434,0.365075976
435,0.241970271
436,0.258552939
437,0.869190812
438,0.148635566
439,0.250699699
440,0.117045999
441,0.462291122
442,0.212636083
443,0.139974743
444,0.017051905
445,0.067801923
446,0.316648662
447,0.234816641
448,0.035679281
449,0.203617305
450,0
451,0.495767713
452,0.213138729
453,0.136937767
454,0.287312508
455,0.057736993
456,0.267335504
457,0.19823122
458,0.153896898
459,0.060046762
460,0.182366639
461,0.361026108
462,0.628547669
463,0.567442715
464,0.513752818
465,0.496278197
466,0
467,0.198021293
468,0.12579605
469,0.022858113
470,0.05491972
471,0.038882941
472,0.308506608
473,0.300729543
474,0.14713195
475,0.075325847
476,0.347548038
477,0.162355214
478,0.027531356
479,0.322485983
480,0.372838795
481,0.646521509
482,0.283073664
483,0.037228525
484,0.087359816
485,0.064435005
486,0.169623554
487,0.139074832
488,0.339290977
489,0.16779244
490,0.111643791
491,0.036927879
492,0.021461159
493,0.03680712
494,0.31636709
495,0.113688886
496,0.223232508
497,0.343172461
498,0
499,0.167893499
500,0.132310748
501,0.150653154
502,0.255972356
503,0.097059459
504,0.502445459
505,0.270925045
506,0.004582167
507,0.046590179
508,0.67258215
509,0.258723468
510,0.489361942
511,0.352558076
512,0.335005701
513,0.261548966
514,0.177317292
515,0.241496861
516,0.275457621
517,0.078693479
518,0.10015291
519,0.29538089
520,0.050501913
521,0.365881443
522,0.018280059
523,0.580658734
524,0.00126949
525,0.233365983
526,0.006506622
527,0.457000405
528,0.230589449
529,0.492089272
530,0.412244916
531,0.170614988
532,0.147577941
533,0.268546552
534,0.103284031
535,0.055176318
536,0.197043777
537,0.190418571
538,0.36445719
539,0.140039593
540,0.40571022
541,0.000172138
542,0.252571762
543,0.062518597
544,0.073366553
545,0.073148519
546,0
547,0.016806722
548,0.088435322
549,0.562917709
550,0.542939723
551,0.409029633
552,0.28920123
553,0.185539424
554,0.35734728
555,0.381260693
556,0
557,0.002623141
558,0.263787448
559,0.015156955
560,0.076244772
561,0
562,0
563,0.02718246
564,0.464814574
565,0.002609491
566,0.050911069
567,0.175169706
568,0.308578044
569,0.373526871
570,0.134967536
571,0.065819293
572,0.109431446
573,0
574,0.38066569
575,0.145680785
576,0.266110063
577,0.011949509
578,0.1965231
579,0.15168041
580,0.038210839
581,0.03930521
582,0.080325663
583,0.250333548
584,0.641834915
585,0.528660715
586,0.261913836
587,0.336875558
588,0.113025576
589,0.133100569
590,0.609258831
591,0.031799316
592,0
593,0.375067234
594,0.280984938
595,0
596,0.329966784
597,0.037935168
598,0.207060278
599,0.228108823
600,0.242907524
601,0.187422603
602,0.132556796
603,0.351200283
604,0.511306286
605,0.292583436
606,0.149200946
607,0.323974162
608,0.532931387
609,0.062987715
610,0.466570169
611,0.050468564
612,0.176769525
613,0.023826212
614,0.167429924
615,0.308641374
616,0.033608675
617,0.101253152
618,0.223621428
619,0.453531057
620,0.056784719
621,0.156597763
622,0.000401646
623,0.214475483
624,0
625,0.242370874
626,0.041413665
627,0.18371439
628,0.734615803
629,0.120427489
630,0.051302195
631,0.21134302
632,0
633,0.209073186
634,0.132119089
635,0.142449081
636,0.517754793
637,0.165637255
638,0.262739867
639,0.062185377
640,0.325659871
641,0.076051712
642,0.760930657
643,0.127327174
644,0.150351465
645,0.404926419
646,0.76916337
647,0.114816666
648,0.178510338
649,0.312438518
650,0.128984839
651,0.089938611
652,0.427292496
653,0.059646666
654,0.3418836
655,0.030798793
656,0.112076342
657,0.702996433
658,0.294601321
659,0.442546964
660,0.071937859
661,0.230238318
662,0.202421784
663,0.266361564
664,0.218251437
665,0.019768119
666,0.447223932
667,0.165712178
668,0.425292254
669,0.518075049
670,0.028100252
671,0.252094418
672,0.357897848
673,0
674,0.007790804
675,0.272349358
676,0.095302552
677,0.356220365
678,0.003593803
679,0.544436991
680,0.068647832
681,0.152425766
682,0.226419479
683,0.47494489
684,0.220971495
685,0.64859587
686,0.246819586
687,0.166105419
688,0.239068449
689,0.068304986
690,0.348270357
691,0.346288562
692,0
693,0.28318274
694,0.035617888
695,0.284581304
696,0.306529582
697,0.224133492
698,0
699,0.631898224
700,0.369801968
701,0.194921345
702,0.347951889
703,0.550764382
704,0.398069888
705,0.258140504
706,0
707,0.232721001
708,0.276448309
709,0.352459192
710,0.538426757
711,0.551870465
712,0.289188981
713,0.189706236
714,0.347440958
715,0.228194714
716,0.278757155
717,0
718,0.30514276
719,0.095163554
720,0.085876703
721,0.073711038
722,0.110375583
723,0.174221307
724,0.546476424
725,0.262182742
726,0.115119606
727,0.306322277
728,0.07838437
729,0
730,0.07035315
731,0.299730808
732,0.081633568
733,0.101315439
734,0.092207551
735,0
736,0.48139599
737,0.105709046
738,0.167517752
739,0.094518274
740,0.437575758
741,0.600015163
742,0.342940271
743,0.187103778
744,0.198466331
745,0.028466225
746,0.407868683
747,0.582128286
748,0.033708006
749,0.332516313
750,0.007113606
751,0.313282609
752,0.262273699
753,0.101189464
754,0.03271842
755,0.004617035
756,0.415377468
757,0.15823248
758,0.207980335
759,0.832339644
760,0.225912362
761,0.011942893
762,0.24361667
763,0.503894866
764,0.029365361
765,0.369711995
766,0.006635964
767,0
768,0.447023124
769,0.195396662
770,0.067388922
771,0.112865061
772,0.422607392
773,0.031553894
774,0.293646336
775,0.037694335
776,0.278855681
777,0.026041895
778,0.564800084
779,0.109853536
780,0.016485333
781,0
782,0.336150318
783,0.032757312
784,0.490302146
785,0.068399161
786,0.040188402
787,0.213975996
788,0.279794097
789,0.127961695
790,0.274584889
791,0.833555818
792,0.35778904
793,0.24851343
794,0.0899975
795,0.711782217
796,0.087744504
797,0.018435627
798,0.005217254
799,0.120705545
800,0.203593195
801,0.112757504
802,0.080255956
803,0.082389891
804,0.217883647
805,0.050867707
806,0.070426345
807,0.346348286
808,0.026298374
809,0.718333483
810,0.385858238
811,0.335544109
812,0.669533849
813,0.120941699
814,0.469071209
815,0.493908525
816,0.176910758
817,0.225208312
818,0.311914027
819,0.183619022
820,0.089121461
821,0.15337044
822,0.366823137
823,0.045098007
824,0.447134733
825,0.274255067
826,0.039389521
827,0.031473607
828,0.242410511
829,0.449278444
830,0.120593578
831,0.275456011
832,0.156759471
833,0
834,0.523344159
835,0.413404763
836,0.072070569
837,0
838,0.353821397
839,0.141822666
840,0.060918599
841,0.412794143
842,0.210594684
843,0.094687581
844,0.439292252
845,0.244088113
846,0.307984054
847,0.041294456
848,0.062767208
849,0
850,0.803917289
851,0.614171565
852,0.107547671
853,0.211739153
854,0.632656038
855,0.187273204
856,0.324571222
857,0.1521433
858,0.104964644
859,1
860,0.162501782
861,0.000558198
862,0.47158736
863,0.12048611
864,0.430330187
865,0.077331066
866,0.236040592
867,0.484074622
868,0.462130755
869,0.504633665
870,0.016650021
871,0.128977686
872,0.234774232
873,0.5531919
874,0.23813647
875,0.05399859
876,0.430035353
877,0.162914336
878,0.654301703
879,0.086738348
880,0.517150998
881,0
882,0.059598446
883,0.026737183
884,0.250308216
885,0.426713437
886,0.79402566
887,0.052610248
888,0.066045553
889,0.723602176
890,0.174643666
891,0
892,0.103220701
893,0
894,0.458170801
895,0.01781705
896,0.125709593
897,0.666121125
898,0
899,0.107113898
900,0.150907248
901,0.189129353
902,0.264309436
903,0.176517427
904,0.158335298
905,0.441734344
906,0.548585236
907,0.124271929
908,0.440592706
909,0.136467725
910,0.006306469
911,0.127076477
912,0.366965056
913,0.462312818
914,0.061144978
915,0.034881294
916,0.063988268
917,0.216143102
918,0.087307483
919,0.51871264
920,0.535412431
921,0.348597884
922,0.103121489
923,0.194345534
924,0
925,0.315458924
926,0.709065378
927,0.26858896
928,0.167674512
929,0.127521247
930,0.107064605
931,0.153856129
932,0.394251645
933,0.228892475
934,0.138032407
935,0.476536095
936,0.477491736
937,0.014795959
938,0.004798174
939,0.434650719
940,0.333458573
941,0.126679063
942,0.323528647
943,0.009814322
944,0.321795166
945,0.135694921
946,0.401261061
947,0.611820936
948,0.109953612
949,0.084656388
950,0.178483397
951,0.242046595
952,0.180501163
953,0.377159149
954,0.425008595
955,0.113645554
956,0.536758781
957,0.090479553
958,0.106533587
959,0.051754206
960,0.182924092
961,0.030018777
962,0.178438664
963,0.170860678
964,0.134799331
965,0.272742987
966,0.069187313
967,0.37035203
968,0.023086071
969,0.112643033
970,0.41567111
971,0.034666985
972,0.295206308
973,0.063964725
974,0.136722565
975,0.101727009
976,0.320131689
977,0.033736974
978,0.157444328
979,0.134624571
980,0.043985307
981,0.053189427
982,0.06432271
983,0.038001388
984,0.022794098
985,0.146481484
986,0.716670275
987,0.13191849
988,0.146081924
989,0.453368098
990,0.148495764
991,0.588765502
992,0.052924514
993,0
994,0.033945352
995,0.526328445
996,0.190464139
997,0.357777059
998,0.873645544
999,0.134663403
1000,0.041022629
1001,0.321783811
1002,0.230061799
1003,0.045132548
1004,0.109739959
1005,0.388809592
1006,0.098021805
1007,0.259144068
1008,0.122091442
1009,0
1010,0.296328068
1011,0.170544982
1012,0.188855529
1013,0.107070506
1014,0.229285628
1015,0.331912458
1016,0
1017,0.304825842
1018,0.353622466
1019,0.002345562
1020,0.420094729
1021,0.21030876
1022,0.01378268
1023,0.478547275
1024,0.539970577
1025,0.151287019
1026,0.292941392
1027,0.275766373
1028,0.107682258
1029,0.119847387
1030,0.114175379
1031,0.356874466
1032,0.533458233
1033,0.121646136
1034,0.038645208
1035,0.114461273
1036,0.266812027
1037,0.045333922
1038,0.106690466
1039,0.338320673
1040,0.078359485
1041,0
1042,0.355302841
1043,0.420375466
1044,0.01404202
1045,0.047421038
1046,0.200456142
1047,0.070234299
1048,0.347270727
1049,0.685054243
1050,0.146087408
1051,0.004073978
1052,0.716694474
1053,0.306349337
1054,0.276854515
1055,0.540385008
1056,0.645074487
1057,0.346946836
1058,0.717088223
1059,0.189215303
1060,0.182240635
1061,0.098104507
1062,0.423329085
1063,0.094970971
1064,0.562020004
1065,0.321626544
1066,0.049766898
1067,0.207046628
1068,0.050697327
1069,0.040051967
1070,0.198055893
1071,0.113212585
1072,0.957490206
1073,0.34143576
1074,0.094972134
1075,0.134118855
1076,0.099363267
1077,0.71839428
1078,0.157782614
1079,0.063692004
1080,0.010100097
1081,0.553469241
1082,0.01063183
1083,0.533984959
1084,0.291446865
1085,0.267430186
1086,0.817267954
1087,0.016163319
1088,0.051300198
1089,0.448781639
1090,0.129171252
1091,0.066644132
1092,0.697663486
1093,0.155702651
1094,0.121816993
1095,0.008419305
1096,0.179097474
1097,0.506366611
1098,0.302907467
1099,0
1100,0.604223132
1101,0.056346387
1102,0.12685594
1103,0
1104,0.213455975
1105,0.448492497
1106,0.170319825
1107,0.34217447
1108,0.048317581
1109,0.277145386
1110,0.159653515
1111,0.237517238
1112,0.491633594
1113,0.244257689
1114,0.34665522
1115,0.283484817
1116,0.203275532
1117,0
1118,0.004744202
1119,0.310793638
1120,0.213447928
1121,0.016946346
1122,0.050825059
1123,0.452454329
1124,0.480316103
1125,0.024951935
1126,0
1127,0.276134461
1128,0.054332167
1129,0.139355898
1130,0.000667155
1131,0.182433516
1132,0.445082843
1133,0.058794022
1134,0.335140705
1135,0.587972522
1136,0
1137,0.296939671
1138,0.459227204
1139,0.110902458
1140,0.18462792
1141,0.417592049
1142,0.258886516
1143,0.097214639
1144,0
1145,0.055254489
1146,0.471353293
1147,0.048129708
1148,0.294954956
1149,0.232424647
1150,0.062215358
1151,0.0209907
1152,0.658677816
1153,0.048449338
1154,0.308997482
1155,0.257807106
1156,0.245447964
1157,0.861859918
1158,0.570677996
1159,0.112634003
1160,0.419892073
1161,0.249030083
1162,0.093270749
1163,0.076911271
1164,0
1165,0.103459269
1166,0.31977725
1167,0.28708151
1168,0.169407874
1169,0.634676158
1170,0.378338873
1171,0.33471635
1172,0.391212732
1173,0.424652815
1174,0.02705738
1175,0.277111769
1176,0.201390415
1177,0.088296294
1178,0.042922139
1179,0
1180,0.165905327
1181,0.170059651
1182,0.190559804
1183,0.229915887
1184,0.275682271
1185,0.141550183
1186,0
1187,0.081626803
1188,0.288299978
1189,0.078071088
1190,0.197891235
1191,0.047283441
1192,0.102838278
1193,0.318375528
1194,0.683852553
1195,0.169515848
1196,0.05326733
1197,0.823721767
1198,0.017972738
1199,0.290306866
1200,0.258371413
1201,0.172206789
1202,0.314657629
1203,0
1204,0.253954053
1205,0.005153388
1206,0.288806558
1207,0.144017667
1208,0.453561813
1209,0.030771911
1210,0.042069584
1211,0.252004147
1212,0.215497136
1213,0.123572975
1214,0.061397135
1215,0.134154141
1216,0.448552609
1217,0.146542102
1218,0.10314095
1219,0.305818319
1220,0.466855347
1221,0.312069118
1222,0.099188596
1223,0.031119168
1224,0
1225,0.276267797
1226,0.166688234
1227,0.166731745
1228,0.4716613
1229,0.230695605
1230,0.200629443
1231,0.376610369
1232,0.010448933
1233,0.166957796
1234,0.108440191
1235,0.431273758
1236,0.329606652
1237,0.173507929
1238,0.289067984
1239,0.015879899
1240,0.257144958
1241,0.00883323
1242,0.090323657
1243,0.125565916
1244,0.033031821
1245,0
1246,0.678098917
1247,0.534922898
1248,0.417604566
1249,0.48666212
1250,0.208130509
1251,0.057245076
1252,0.442281306
1253,0.423636973
1254,0.049711257
1255,0.160568178
1256,0.053664565
1257,0.496464253
1258,0.286537826
1259,0
1260,0.083452582
1261,0.01938352
1262,0.292015433
1263,0
1264,0.55761826
1265,0.127066374
1266,0.248489291
1267,0.107619673
1268,0.182885021
1269,0.513176203
1270,0.115356416
1271,0.716890812
1272,0
1273,0.537581146
1274,0.14392814
1275,0.290493339
1276,0.70329988
1277,0.151738316
1278,0.02087456
1279,0.254879057
1280,0
1281,0.54739213
1282,0.138066202
1283,0.171076268
1284,0.378791213
1285,0.022063673
1286,0.022264987
1287,0.226876915
1288,0.093644977
1289,0.113617569
1290,0.742102623
1291,0.613758147
1292,0.054250628
1293,0.379680961
1294,0.061534077
1295,0.373454362
1296,0.586441696
1297,0.656053126
1298,0.082736015
1299,0
1300,0.004447073
1301,0.440246433
1302,0.46849972
1303,0.113523156
1304,0.392779082
1305,0.460075259
1306,0.127563596
1307,0.055271
1308,0.109363258
1309,0.020161033
1310,0.121776819
1311,0.24442938
1312,0.172702223
1313,0.444704026
1314,0.072873324
1315,0.627895713
1316,0.228769481
1317,0.5765751
1318,0.198112547
1319,0.506640017
1320,0.291152418
1321,0.270095289
1322,0.007450998
1323,0.129919082
1324,0.300350636
1325,0.480736554
1326,0.191015899
1327,0.281012952
1328,0.038771391
1329,0.306569755
1330,0.150871784
1331,0.028515488
1332,0.074541122
1333,0.039907157
1334,0.082089901
1335,0.115137219
1336,0.02466324
1337,0.259362459
1338,0.383500814
1339,0.368950486
1340,0.474066168
1341,0.133892655
1342,0.700945258
1343,0.037830025
1344,0.167322636
1345,0.18901667
1346,0.124941796
1347,0.449590564
1348,0.076110721
1349,0.319173902
1350,0.156201005
1351,0.405107796
1352,0.651843905
1353,0.4245888
1354,0.215785354
1355,0.304282844
1356,0.097845018
1357,0.466836005
1358,0.095736563
1359,0.016679555
1360,0.114858091
1361,0.100895435
1362,0
1363,0.064792454
1364,0.329442382
1365,0.364519
1366,0.135394871
1367,0
1368,0.507346451
1369,0.021962524
1370,0.284120917
1371,0.176192701
1372,0.356241286
1373,0.07903412
1374,0.829651117
1375,0.125190347
1376,0
1377,0.252177596
1378,0
1379,0.443917602
1380,0.254901707
1381,0.207268506
1382,0.07296437
1383,0.140205979
1384,0.175126672
1385,0.502147555
1386,0.036531895
1387,0.075117737
1388,0.004651576
1389,0.373274654
1390,0.43522507
1391,0.082232386
1392,0.340993673
1393,0.361920178
1394,0.248048931
1395,0.321793079
1396,0.279573143
1397,0.131444454
1398,0.205984384
1399,0.229175508
1400,0.46877566
1401,0.248096973
1402,0.093218386
1403,0.331273615
1404,0.199445337
1405,0.028598726
1406,0.688113034
1407,0.066941381
1408,0.29660809
1409,0.593435645
1410,0.179667831
1411,0.055308759
1412,0.024670631
1413,0
1414,0.415926993
1415,0.130269587
1416,0.136682004
1417,0.472101778
1418,0.343693674
1419,0.201433182
1420,0.553063929
1421,0.104330659
1422,0.056924731
1423,0.070239157
1424,0.554780185
1425,0.13317737
1426,0.074210256
1427,0.000471681
1428,0.352937639
1429,0.603492498
1430,0.086259008
1431,0.026803553
1432,0.010776639
1433,0.262940586
1434,0.153062373
1435,0.1542494
1436,0.015981972
1437,0.232088298
1438,0.026360273
1439,0
1440,0.241373897
1441,0.143169761
1442,0.508312047
1443,0.170377791
1444,0.093551278
1445,0.287955523
1446,0.047179461
1447,0
1448,0.650891662
1449,0.12643975
1450,0.164678633
1451,0.646525562
1452,0.533066452
1453,0.100933999
1454,0.096357435
1455,0.205169737
1456,0.025873244
1457,0.037831307
1458,0.634167731
1459,0.21699965
1460,0.198319674
1461,0.149046481
1462,0.492620677
1463,0.70945394
1464,0.462638855
1465,0.080172539
1466,0.211597204
1467,0.137738437
1468,0.047623515
1469,0
1470,0.081563115
1471,0.623960674
1472,0.297122777
1473,0.366703689
1474,0.530952096
1475,0.12911433
1476,0.019887388
1477,0.083161175
1478,0.449223727
1479,0.349642396
1480,0.184544951
1481,0.170724571
1482,0
1483,0.269667238
1484,0.017390907
1485,0.21472925
1486,0.417868346
1487,0.18546772
1488,0.10700357
1489,0.093322963
1490,0.056371868
1491,0.489355564
1492,0.319124788
1493,0.16721797
1494,0.198967665
1495,0.310067236
1496,0.50597322
1497,0.031238377
1498,0.462178856
1499,0.455158353
1500,0.2281802
1501,0.164506555
1502,0.175507218
1503,0.467358202
1504,0.266829729
1505,0.03843841
1506,0.108440101
1507,0.08147794
1508,0.098120391
1509,0.274864644
1510,0.037270665
1511,0.764295816
1512,0.148372263
1513,0.474776387
1514,0.136719823
1515,0.491809785
1516,0.045797557
1517,0.456120074
1518,0
1519,0.394888073
1520,0.056899279
1521,0.510521829
1522,0.281836957
1523,0.048475057
1524,0.245487094
1525,0.064208627
1526,0.06717962
1527,0.009529293
1528,0.059388489
1529,0.443846196
1530,0
1531,0.487717509
1532,0.257917166
1533,0.206363887
1534,0.052031308
1535,0.134557992
1536,0.237594903
1537,0.64981854
1538,0.664429247
1539,0.502038002
1540,0.054919452
1541,0.314822912
1542,0.13344422
1543,0.095537245
1544,0.10316366
1545,0.333381712
1546,0.026516914
1547,0.169318348
1548,0.604860187
1549,0.253975928
1550,0.162660062
1551,0.478894234
1552,0.606481731
1553,0.603064299
1554,0.374508232
1555,0.447392076
1556,0.301386833
1557,0.071548224
1558,0.08624354
1559,0.375937522
1560,0
1561,0.448201239
1562,0.159069389
1563,0.086308599
1564,0.262587965
1565,0.218897313
1566,0.27977109
1567,0.492383122
1568,0.089523494
1569,0.539061964
1570,0.087110996
1571,0.701531827
1572,0.150722712
1573,0.540751278
1574,0.41940558
1575,0.068390101
1576,0.508480847
1577,0.483354271
1578,0.25378859
1579,0.337587357
1580,0.436265826
1581,0.214287549
1582,0
1583,0.372555733
1584,0.043553263
1585,0.462374449
1586,0.156544596
1587,0.004920811
1588,0.472979784
1589,0.028195828
1590,0.024047047
1591,0.470792264
1592,0.326724708
1593,0.239302397
1594,0.345387757
1595,1
1596,0.070079416
1597,0.207468271
1598,0.235995889
1599,0.152443409
1600,0.425290883
1601,0.072790355
1602,0.538161278
1603,0.108630389
1604,0.431796253
1605,0.023092121
1606,0
1607,0.279374123
1608,0.299226493
1609,0.008823574
1610,0.070014089
1611,0.344051063
1612,0.55700475
1613,0.039064318
1614,0.520613253
1615,0.229937702
1616,0.2339454
1617,0.05623132
1618,0.387970805
1619,0.069570005
1620,0.201991171
1621,0.205405861
1622,0.01537174
1623,0.14533025
1624,0.01046434
1625,0.199400544
1626,0
1627,0
1628,0.897675932
1629,0.138620555
1630,0.024769664
1631,0.261833072
1632,0.228421569
1633,0.046218425
1634,0.222814769
1635,0.234335631
1636,0.136433095
1637,0.147909045
1638,0.137823314
1639,0.031016916
1640,0.085737467
1641,0.291070879
1642,0
1643,0.101020753
1644,0.165476799
1645,0.249914646
1646,0.235825717
1647,0.056552917
1648,0.06878373
1649,0.07409516
1650,0.273171902
1651,0.048173517
1652,0.336601079
1653,0.010751307
1654,0.149951458
1655,0.350879073
1656,0.472853929
1657,0.019553512
1658,0.310872823
1659,0.04243511
1660,0.10952723
1661,0.220427245
1662,0.137405783
1663,0.114745379
1664,0.059033364
1665,0.415514529
1666,0.480434686
1667,0.217126101
1668,0.432858825
1669,0.255598903
1670,0.170805633
1671,0.019003511
1672,0.204593718
1673,0.050830245
1674,0.125217021
1675,0.08303982
1676,0.150165439
1677,0.427654296
1678,0.559146464
1679,0.366522014
1680,0.052907288
1681,0.046196252
1682,0.425500035
1683,0.317763865
1684,0.084174275
1685,0.447901845
1686,0.242446542
1687,0.590378344
1688,0.008066893
1689,0.333262801
1690,0.525470614
1691,0
1692,0.002646834
1693,0.498240829
1694,0.169019818
1695,0.136027515
1696,0.193266988
1697,0.394769877
1698,0.09949857
1699,0.338939846
1700,0.052129656
1701,0.05110845
1702,0.336573303
1703,0.006574243
1704,0.449360341
1705,0.00572443
1706,0.457340241
1707,0.095817626
1708,0.218910724
1709,0.090088129
